country,year,suicide rate
Ukraine,2015,18.77287464
United Arab Emirates,2005,2.242763758
United Arab Emirates,2006,1.827827207
United Arab Emirates,2007,1.773364383
United Arab Emirates,2008,1.536013841
United Arab Emirates,2009,1.709759972
United Arab Emirates,2010,1.415864004
United Kingdom,1985,9.630887965
United Kingdom,1986,9.10964334
United Kingdom,1987,8.628904297
United Kingdom,1988,9.324568127
United Kingdom,1989,8.1628254
United Kingdom,1990,8.669130022
United Kingdom,1991,8.435456247
United Kingdom,1992,8.558268662
United Kingdom,1993,8.21973598
United Kingdom,1994,8.037096448
United Kingdom,1995,7.881715596
United Kingdom,1996,7.571046913
United Kingdom,1997,7.496385477
United Kingdom,1998,7.904208841
United Kingdom,1999,7.966566356
United Kingdom,2000,7.642439439
United Kingdom,2001,7.428202188
United Kingdom,2002,7.363759187
United Kingdom,2003,7.083629249
United Kingdom,2004,7.409439704
United Kingdom,2005,7.123868208
United Kingdom,2006,7.220035883
United Kingdom,2007,6.791238699
United Kingdom,2008,7.383410249
United Kingdom,2009,7.318978655
United Kingdom,2010,7.170799559
United Kingdom,2011,7.460702833
United Kingdom,2012,7.442810193
United Kingdom,2013,8.027718527
United Kingdom,2014,7.904840513
United Kingdom,2015,8.038250679
United States,1985,13.34070305
United States,1986,13.85583509
United States,1987,13.67233997
United States,1988,13.36599913
United States,1989,13.16763041
United States,1990,13.43540092
United States,1991,13.21714494
United States,1992,12.93525031
United States,1993,13.0554411
United States,1994,12.9348197
United States,1995,12.86044574
United States,1996,12.55255128
United States,1997,12.28115502
United States,1998,12.15839575
United States,1999,11.50074989
United States,2000,11.1891079
United States,2001,11.53120709
United States,2002,11.77446492
United States,2003,11.61335029
United States,2004,11.85302645
United States,2005,11.81753372
United States,2006,11.93343566
United States,2007,12.32671982
United States,2008,12.76050642
United States,2009,12.93998301
United States,2010,13.32758248
United States,2011,13.60872153
United States,2012,13.86346964
United States,2013,13.93153233
United States,2014,14.3640766
United States,2015,14.72581287
Uruguay,1985,10.48440126
Uruguay,1986,9.501015376
Uruguay,1987,9.284249163
Uruguay,1988,9.572796114
Uruguay,1989,12.1955543
Uruguay,1990,11.11503176
Uruguay,1993,14.43256539
Uruguay,1994,13.90270027
Uruguay,1995,14.50498265
Uruguay,1996,13.24446176
Uruguay,1997,15.24236361
Uruguay,1998,17.28091302
Uruguay,1999,14.82783402
Uruguay,2000,18.19571309
Uruguay,2001,16.30173432
Uruguay,2002,22.02099204
Uruguay,2003,17.45074324
Uruguay,2004,16.95750417
Uruguay,2005,16.2205579
Uruguay,2006,17.15708973
Uruguay,2007,18.65310948
Uruguay,2008,16.86666402
Uruguay,2009,16.40815
Uruguay,2010,17.49109297
Uruguay,2012,19.00417489
Uruguay,2013,17.25298372
Uruguay,2014,18.59867921
Uruguay,2015,19.7442957
Uzbekistan,1990,8.499507739
Uzbekistan,1991,8.029836636
Uzbekistan,1992,7.36155995
Uzbekistan,1993,7.320644217
Uzbekistan,1994,7.411973026
Uzbekistan,1995,7.57691719
Uzbekistan,1996,8.557254023
Uzbekistan,1997,7.631001311
Uzbekistan,1998,7.765612716
Uzbekistan,1999,8.415410544
Uzbekistan,2000,8.80716921
Uzbekistan,2001,8.609395117
Uzbekistan,2002,6.963512608
Uzbekistan,2003,6.161106942
Uzbekistan,2004,5.368904925
Uzbekistan,2005,5.173652743
Uzbekistan,2009,5.532245955
Uzbekistan,2010,5.707205616
Uzbekistan,2011,6.313022198
Uzbekistan,2012,6.955544782
Uzbekistan,2013,7.26556698
Uzbekistan,2014,7.670197752
Global,1985,11.50733592
Global,1986,11.71656216
Global,1987,11.58342984
Global,1988,11.48151411
Global,1989,13.07565272
Global,1990,13.18412314
Global,1991,13.29003649
Global,1992,13.47357025
Global,1993,14.47743001
Global,1994,14.98389631
Global,1995,15.30222783
Global,1996,14.8426758
Global,1997,14.13659418
Global,1998,14.46752249
Global,1999,14.41816665
Global,2000,14.21898798
Global,2001,14.27756478
Global,2002,14.05452923
Global,2003,13.92900992
Global,2004,13.80097221
Global,2005,13.50934907
Global,2006,12.67640175
Global,2007,12.55175706
Global,2008,12.654217
Global,2009,12.32079269
Global,2010,11.95125015
Global,2011,11.86357323
Global,2012,12.03254629
Global,2013,11.80846056
Global,2014,11.66199355
Global,2015,11.47488743
Global,2016,11.81133691
